city,row_in_file,id,name,address_he,address_en_current,issue,lat,lon
rehovot,71,rehovot_sch_22,תחכמוני - מילר טובה וטוביה 10,מילר טובה וטוביה 10,"מילר 10, רחובות",English field still contains Hebrew,31.9003504,34.8187491
rehovot,72,rehovot_sch_23,"בית ספר שחר - בר שאול - ממ""מ מחוץ לבית הספר 14","בר שאול - ממ""מ מחוץ לבית הספר 14","HaRav Bar Shaul St, Rehovot",no house number in English,31.898408120000056,34.815250785000046
rehovot,76,rehovot_sch_27,גן ציפורן - מנוחה ונחלה 3,מנוחה ונחלה 3,"Menuha VeNahala/Ezra, Rehovot",no house number in English,31.892823399000065,34.81787738000003
rehovot,81,rehovot_sch_32,גן דביר - יעקב מזרחי 8,יעקב מזרחי 8,"HaRav Ya'akov Mizrahi St, Rehovot",no house number in English,31.882873118000077,34.79189179900004
rehovot,83,rehovot_sch_34,"בית ספר בני הישיבות - מתתנ""ס תקוותינו - הרצל 108",הרצל 108,"Tsvi Horowits St 154, Rehovot",house number differs (108 vs 154),31.88648254800006,34.78740151300008
rehovot,89,rehovot_sch_40,גן ציפורן - מנוחה ונחלה 3,מנוחה ונחלה 3,"Menuha VeNahala/Ezra, Rehovot",no house number in English,31.892823399000065,34.81787738000003
rehovot,92,rehovot_sch_43,גן שקמה - מלצר 4,מלצר 4,"HaRav Yehuda Tsvi Meltser St 6, Rehovot",house number differs (4 vs 6),31.901255130000038,34.81642076700007
rehovot,93,rehovot_sch_44,בית ספר בראשית - נגיש - שדרות ירושלים 34,שדרות ירושלים 34,"Ha-Parag St 8, Rehovot",house number differs (34 vs 8),31.88721298300004,34.83337989800003
rehovot,109,rehovot_sch_61,גן רימונים - שיטה מלבינה 5,שיטה מלבינה 5,"David Elazar/Ben Gurion, Rehovot",no house number in English,31.892738318000056,34.77447549900006
rehovot,116,rehovot_sch_70,גן פעמונית - דב לאוטמן 3,דב לאוטמן 3,"Haim Sireni St 36, Rehovot",house number differs (3 vs 36),31.89732734636195,34.821592540732425
rehovot,122,rehovot_mig_2,פארק המיידסים - הרצל 135,הרצל 135,"Hertsel St 2, Rehovot",house number differs (135 vs 2),31.8788272,34.8184178
rehovot,123,rehovot_mig_4,פארק היובל - דרך ירושלים 22,דרך ירושלים 22,Yitzhak Rabin Hwy,no house number in English,31.7919399,34.831536
rishon-lezion,38,ראשון-לציון-38,"מקלט בי""ס יסוד המעלה",צמח 7,"ביס יסור המעלה, Tsemakh St 7, Rishon LeZion, ישראל",English field still contains Hebrew,31.97005,34.7945027
rosh-haayin,8,roshhaayin_6,מקלט - אמנון ותמר  3 (גבעת טל),אמנון ותמר  3,"Irit/Amnon VeTamar, Rosh Haayin",no house number in English,32.09726474248856,34.96798772963699
rosh-haayin,21,roshhaayin_44,מקלט - אבן עזרא מול  33,אבן עזרא מול  33,"Ibn Ezra St, Rosh Haayin",no house number in English,32.10254203938869,34.94634398212492
rosh-haayin,26,roshhaayin_35,מקלט - המוביל 34,המוביל 34,"The National Water Carrier, Rosh Haayin",no house number in English,32.09875763600296,34.938253839803224
rosh-haayin,43,roshhaayin_31,מקלט - תפוח 17 (גבעת טל),תפוח 17,"Jabotinsky/Zayit, Rosh Haayin",no house number in English,32.0932293477155,34.96121713320502
rosh-haayin,44,roshhaayin_39,מקלט - רמת הגולן מול 14,רמת הגולן מול 14,"Ramat ha-Golan St, Rosh Haayin",no house number in English,32.09131202349104,34.958856585365844
rosh-haayin,47,roshhaayin_47,מקלט - גן חורב מהריקא 5,גן חורב מהריקא 5,"Maharika St 9, Rosh Haayin",house number differs (5 vs 9),32.09987922209847,34.942941757761616
rosh-haayin,48,roshhaayin_48,"מקלט - גן רימון צמוד לת""ת בעקבי הצאן - רחוב הרב משה פנחס 6","גן רימון צמוד לת""ת בעקבי הצאן - רחוב הרב משה פנחס 6","הרב משה פנחס 9, Rosh Haayin",English field still contains Hebrew,32.10374920982052,34.94231450829462
rosh-haayin,51,roshhaayin_51,מקלט - בתי כנסת יבילים מתחם 811 רחוב גרטי קורי,בתי כנסת יבילים מתחם 811 רחוב גרטי קורי,"Gerty and Carl Cori St, Rosh Haayin",no house number in English,32.08589068317953,34.97019684949525
rosh-haayin,60,roshhaayin_60,מקלט - גן תשבר מהריקא 5,גן תשבר מהריקא 5,"Maharika St 9, Rosh Haayin",house number differs (5 vs 9),32.09987521230802,34.942784476950806
rosh-haayin,61,roshhaayin_61,מקלט - גן השלום מהריקא 5,גן השלום מהריקא 5,"Shalom Mantsura St, Rosh Haayin",no house number in English,32.099898382458775,34.94329813613245
rosh-haayin,79,roshhaayin_79,מקלט - תלמוד תורה בעקבי הצאן רחוב הרב משה פנחס 6,תלמוד תורה בעקבי הצאן רחוב הרב משה פנחס 6,"הרב משה פנחס 9, Rosh Haayin",English field still contains Hebrew,32.10385790082295,34.94244744756461
rosh-haayin,82,roshhaayin_82,מקלט - גני מרגנית צבעוני רחוב רמת הגולן מול 10,גני מרגנית צבעוני רחוב רמת הגולן מול 10,"Ramat ha-Golan St, Rosh Haayin",no house number in English,32.09149963570003,34.95908464293296
rosh-haayin,84,roshhaayin_84,מקלט - גני גפן ארז בעקבי הצאן רחוב הרב משה פנחס 6,גני גפן ארז בעקבי הצאן רחוב הרב משה פנחס 6,"הרב משה פנחס 9, Rosh Haayin",English field still contains Hebrew,32.10375410267093,34.943048742347756
rosh-pinna,7,ראש פינה-7,מקלט 23,שביל הברושים 6,"Shvil HaBroshim, Rosh Pina",no house number in English,32.9674324,35.5430502
rosh-pinna,10,ראש פינה-10,מקלט 27,משעול הזיתים 18,"Mish'ol HaZeitim, Rosh Pina",no house number in English,32.963222,35.5430061
safed,14,צפת-14,מקלט כ4,ליד בית הכנסת יוספטל,"גיורא יוספטל, צפת, ישראל",English field still contains Hebrew,32.9688515,35.5038302
safed,19,צפת-19,מקלט כ9,קיבוץ גלויות 49,"קיבוץ גלויות 49, צפת, ישראל",English field still contains Hebrew,32.9670427,35.503146
safed,23,צפת-23,מקלט כ13,מתחת בית הכנסת (אחרי 231),"Canaan Quarter Intersection, Safed",no house number in English,32.971298,35.50685900000001
safed,44,צפת-44,מקלט ד8,ויצמן 5 בתוך גן האם,"HaEm Garden, Safed",no house number in English,32.95727189999999,35.4983346
safed,49,צפת-49,מקלט ד13,רחוב ה-11 301,"Eliyahu Fromenchenko St 9, Safed",house number differs (11 vs 9),32.9619365,35.5005869
safed,51,צפת-51,מקלט ד15,דוד רמז מול בניין 103,"David Remez St, Safed",no house number in English,32.9552917,35.4988594
safed,83,צפת-83,מקלט א1,הנשרים ליד בית 364,"Ha-Nesharim St, Safed",no house number in English,32.984668,35.508046
safed,84,צפת-84,מקלט א2,חוחית ליד בית 343,"Hohit St, Safed",no house number in English,32.9832253,35.5085657
safed,85,צפת-85,מקלט א3,חוחית ליד בית 356,"Hohit St 359, Safed",house number differs (356 vs 359),32.9832253,35.5085657
safed,86,צפת-86,מקלט א4,התור ליד בית 415,"Tor St, Safed",no house number in English,32.9845557,35.5100473
safed,87,צפת-87,מקלט א5,זמיר ליד בית 394,"Zamir St, Safed",no house number in English,32.9863148,35.509807
safed,88,צפת-88,מקלט א6,יסעור ליד בית 421,"Yas'ur St, Safed",no house number in English,32.9850763,35.5102576
safed,89,צפת-89,מקלט א7,זמיר ליד בית 400,"Zamir St, Safed",no house number in English,32.9863148,35.509807
safed,90,צפת-90,מקלט א8,זמיר ליד בית 453,"Zamir St, Safed",no house number in English,32.9863148,35.509807
safed,91,צפת-91,מקלט א9,הנשרים ליד בית 472,"Ha-Nesharim St, Safed",no house number in English,32.984668,35.508046
safed,92,צפת-92,מקלט א10,הנשרים ליד בית 491,"Ha-Nesharim St, Safed",no house number in English,32.984668,35.508046
savyon,9,סביון-9,מרכז מסחרי,צומת סביון,,missing English address,32.0333625,34.8659705
savyon,13,סביון-13,תחנת דלק פז,צומת סביון,,missing English address,32.0333625,34.8659705
sderot,33,שדרות-33,מקלט 33,הרב עובדיה יוסף 100,,missing English address,31.527682,34.601344
sderot,52,שדרות-52,מקלט 52,662 662,,missing English address,31.520982,34.581096
sderot,64,שדרות-64,מקלט 64,הרב בן-ציון אבא שאול 10,"Derech Moshe Dayan 903, Sderot",house number differs (10 vs 903),31.529619,34.603024
sderot,85,שדרות-85,מקלט 85,משעול רחל 1,,missing English address,31.535308,34.580746
sderot,89,שדרות-89,מקלט 89,232,GJM6+MH Ibim,house number differs (232 vs 6),31.534152,34.611441
sderot,90,שדרות-90,מקלט 90,האקדמיה 5,,missing English address,31.533846,34.593044
sderot,91,שדרות-91,מקלט 91,האקדמיה 5,,missing English address,31.533402,34.592729
sderot,92,שדרות-92,מקלט 92,האקדמיה 5,"HaMa'apilim/Daniel, Sderot",no house number in English,31.533976,34.592478
sderot,93,שדרות-93,מקלט 93,האקדמיה 5,"HaMa'apilim/Daniel, Sderot",no house number in English,31.53406,34.592882
sderot,94,שדרות-94,מקלט 94,האקדמיה 1,,missing English address,31.533386,34.592603
sderot,97,שדרות-97,מקלט 97,האקדמיה 3,,missing English address,31.533096,34.591867
sderot,98,שדרות-98,מקלט 98,האקדמיה 3,,missing English address,31.532889,34.591777
sderot,100,שדרות-100,מקלט 100,האקדמיה 3,,missing English address,31.532881,34.591499
sderot,112,שדרות-112,מקלט 112,3529,GJM6+C8 Ibim,house number differs (3529 vs 6),31.533616,34.610758
sderot,114,שדרות-114,מקלט 114,3529,Ibim Junction,no house number in English,31.53321,34.611252
sderot,119,שדרות-119,מקלט 119,האקדמיה 5,"HaMa'apilim/Daniel, Sderot",no house number in English,31.533831,34.592388
sderot,150,שדרות-150,מקלט 150,אחד העם 143,,missing English address,31.524167,34.6005
sderot,165,שדרות-165,מקלט 165,הרב עובדיה יוסף 102,"Public Library/Yitzhak Shamir, Sderot",no house number in English,31.526802,34.601093
sderot,170,שדרות-170,מקלט 170,קרן קימת לישראל 17,,missing English address,31.530929,34.583584
sderot,190,שדרות-190,מקלט 190,34,Sderot South Intersection,no house number in English,31.516081,34.586216
sderot,202,שדרות-202,מקלט 202,רחוב,,missing English address,31.518417,34.578653
sderot,205,שדרות-205,מקלט 205,662 662,"143, Nir Am",house number differs (662 vs 143),31.520607,34.58027
sderot,206,שדרות-206,מקלט 206,662 662,"7, Nir Am",house number differs (662 vs 7),31.520599,34.58044
sderot,208,שדרות-208,מקלט 208,662 662,,missing English address,31.520913,34.581635
sderot,221,שדרות-221,מקלט 221,34,,missing English address,31.51592,34.58557
shlomi,2,שלומי-2,מקלט 2,יפה נוף 242,"Yefe Nof St, Shlomi",no house number in English,33.0697429,35.1458102
shlomi,7,שלומי-7,מקלט 7,ששת הימים 6001 - מאחורי הבלוק,"Sheshet ha-Yamim St, Shlomi",no house number in English,33.0701435,35.1439075
shlomi,9,שלומי-9,מקלט 10,אלי לוי - מאחור (דדו 287),"HaRav Uziel St 80/1, Shlomi",house number differs (287 vs 80),33.070559,35.145848
shlomi,22,שלומי-22,מקלט 23,בן גוריון צמוד לבלוק 248,"David Ben Gurion St, Shlomi",no house number in English,33.070664,35.1493824
tel-aviv,7,תל-אביב-7,"בית ספר רש""י בנות","שז""ר זלמן 39","שז""ר זלמן 39, תל אביב-יפו",English field still contains Hebrew,32.039134,34.764362
tel-aviv,8,תל-אביב-8,ברודי חיים 10,ברודי חיים 10,"Kfar Yona St 19, Tel Aviv-Yafo",house number differs (10 vs 19),32.110108,34.800486
tel-aviv,25,תל-אביב-25,מלון מגדל המלך דוד,הרברט סמואל 94,"הרברט סמואל 94, תל אביב-יפו",English field still contains Hebrew,32.078846,34.767253
tel-aviv,26,תל-אביב-26,קלמר משה 6,קלמר משה 6,"HaPalmah St 34, Tel Aviv-Yafo",house number differs (6 vs 34),32.062599,34.797607
tel-aviv,76,תל-אביב-76,שבתי דון יחייא 1,שבתי דון יחייא 1,"HaMered/Pines, Tel Aviv-Yafo",no house number in English,32.065089,34.764911
tel-aviv,82,תל-אביב-82,בית ספר כפיר,אנקאווא רפאל הרב 13,"אנקאווא רפאל הרב 13א, תל אביב-יפו",English field still contains Hebrew,32.04822,34.801165
tel-aviv,85,תל-אביב-85,פרנקל ידידיה 44,פרנקל ידידיה 44,"HaRav Yizkhak Yedidya Frenkel 43, Tel Aviv-Yafo",house number differs (44 vs 43),32.057127,34.771129
tel-aviv,92,תל-אביב-92,"ק""ם 83","ק""ם 83","Biriya St 13, Tel Aviv-Yafo",house number differs (83 vs 13),32.113878,34.837587
tel-aviv,98,תל-אביב-98,"אצ""ל 34","אצ""ל 34","Etsel St 32, Tel Aviv-Yafo",house number differs (34 vs 32),32.051837,34.791474
tel-aviv,132,תל-אביב-132,"ק""ם 34","ק""ם 34","Kam St 36, Tel Aviv-Yafo",house number differs (34 vs 36),32.117508,34.835643
tel-aviv,133,תל-אביב-133,בית ספר הגליל,גבעתי 4,"Giv'ati/Kiryati, Tel Aviv-Yafo",no house number in English,32.051146,34.79627
tel-aviv,139,תל-אביב-139,זכות משה 10,זכות משה 10,"Kehilat Lodz St 19א, Tel Aviv-Yafo",English field still contains Hebrew,32.108695,34.8174
tel-aviv,153,תל-אביב-153,"אצ""ל 22","אצ""ל 22","Etsel St 20, Tel Aviv-Yafo",house number differs (22 vs 20),32.05254,34.791394
tel-aviv,158,תל-אביב-158,בית ספר רמת החייל,"ק""ם 65","Kam St 65ב, Tel Aviv-Yafo",English field still contains Hebrew,32.115899,34.8382
tel-aviv,160,תל-אביב-160,בית ספר תל נורדאו,מנדלי מוכר ספרים 19,Tel Nordau School، Tel Aviv-Yafo,no house number in English,32.079218,34.77143
tel-aviv,170,תל-אביב-170,קרני יהודה 9,קרני יהודה 9,"Harari St 8ג, Tel Aviv-Yafo",English field still contains Hebrew,32.104892,34.793336
tel-aviv,173,תל-אביב-173,בית ספר יחד,"לח""י 66","HaArgazim / Lehi, Tel Aviv-Yafo",no house number in English,32.047079,34.79658
tel-aviv,180,תל-אביב-180,אופטושו יוסף 2,אופטושו יוסף 2,"Opatoshu St, Tel Aviv-Yafo",no house number in English,32.041476,34.781172
tel-aviv,184,תל-אביב-184,אשרמן יוסף 9,אשרמן יוסף 9,"Asherman St, Tel Aviv-Yafo",no house number in English,32.057631,34.808042
tel-aviv,188,תל-אביב-188,גן החשמל,סמטת הגינה 3,"Gan HaHashmal, Levontin St, Tel Aviv-Yafo",no house number in English,32.061464,34.774985
tel-aviv,207,תל-אביב-207,צ'ק פוינט,הסוללים 5,"Tuval St 9, Tel Aviv-Yafo",house number differs (5 vs 9),32.069859,34.79601
tel-aviv,214,תל-אביב-214,בלבן מאיר 3,בלבן מאיר 3,"בלבן מאיר 3, תל אביב-יפו",English field still contains Hebrew,32.049464,34.778053
tel-aviv,223,תל-אביב-223,יוסי בן יוסי 1א,יוסי בן יוסי 1א,"Yosi Ben Yosi St 1א, Tel Aviv-Yafo",English field still contains Hebrew,32.052149,34.756994
tel-aviv,230,תל-אביב-230,ורד 9ב,ורד 9ב,"Vered St 9ב, Tel Aviv-Yafo",English field still contains Hebrew,32.052748,34.793953
tel-aviv,236,תל-אביב-236,בית ספר ארזים,לויטן יצחק 7,"Levitan St, Tel Aviv-Yafo",no house number in English,32.119499,34.798107
tel-aviv,237,תל-אביב-237,גינת השרון,החשמל 9,"Gan HaHashmal, Levontin St, Tel Aviv-Yafo",no house number in English,32.061188,34.77512
tel-aviv,241,תל-אביב-241,יפו 44,יפו 44,"693 1, Tel Aviv-Yafo",house number differs (44 vs 693),32.0605,34.77201
tel-aviv,284,תל-אביב-284,בית דרור,הברזל 21א,"HaBarzel St 21א, Tel Aviv-Yafo",English field still contains Hebrew,32.108677,34.838578
tel-aviv,285,תל-אביב-285,ההגנה 110,ההגנה 110,"HaHagana Road/Giv'ati, Tel Aviv-Yafo",no house number in English,32.053326,34.796912
tel-aviv,293,תל-אביב-293,"תחנת יהודית (ת""א) כניסה A",מקלף מרדכי 1,"Maklef St, Tel Aviv-Yafo",no house number in English,32.070475,34.78823
tel-aviv,294,תל-אביב-294,"תחנת שאול המלך (ת""א) כניסה A",בגין מנחם  151א,"Azrieli Center, Menakhem Begin Rd, Tel Aviv-Yafo",no house number in English,32.077337,34.792172
tel-aviv,300,תל-אביב-300,בית תמי,שינקין מנחם 4,"Sheinkin St, Tel Aviv-Yafo",no house number in English,32.069791,34.772684
tel-aviv,312,תל-אביב-312,חניון מגדל לוינשטיין,בגין מנחם  23,"Levinstein Tower, Tel Aviv-Yafo",no house number in English,32.063822,34.78001
tel-aviv,318,תל-אביב-318,חניון - הרב טראב יעקב 2-4,טראב יעקב הרב 2,"Shtulim St 55, Tel Aviv-Yafo",house number differs (2 vs 55),32.044008,34.795874
tel-aviv,321,תל-אביב-321,ועד הבית -דודו,טראב יעקב הרב 8,"טראב יעקב הרב 8, Tel Aviv-Jaffa",English field still contains Hebrew,32.044217,34.797182
tel-aviv,329,תל-אביב-329,חניון שרונה מרקט,מגן קלמן אלוף 3,"Aluf Kalman Magen St 2, Tel Aviv-Yafo",house number differs (3 vs 2),32.071331,34.787598
tel-aviv,340,תל-אביב-340,חניון ויצמן 14,ויצמן 14,"Weizmann St 12, Tel Aviv-Yafo",house number differs (14 vs 12),32.081283,34.789488
tel-aviv,342,תל-אביב-342,רונימור מגדל ויתניה,דבורה הנביאה 122,"Dvora HaNevi'a/Raul Wallenberg, Tel Aviv-Yafo",no house number in English,32.1141,34.841003
tel-aviv,359,תל-אביב-359,גן ילדים נמש - מו,צוקרמן אנטק יצחק 28,"Zuckerman St, Tel Aviv-Yafo",no house number in English,32.046462,34.809342
tel-aviv,362,תל-אביב-362,בית שרבט / היכל סיטי,שנקר אריה 3,"מרכז הטקסטיל והאופנה, שנקר 3, תל אביב-יפו",English field still contains Hebrew,32.062739,34.7626
tel-aviv,376,תל-אביב-376,הבית לאומנויות,מונש ג'ון סר 1,"מונאש 1, תל אביב-יפו",English field still contains Hebrew,32.054788,34.79325
tel-aviv,382,תל-אביב-382,גן ילדים,למדן יצחק 7,"Lamdan St, Tel Aviv-Yafo",no house number in English,32.118677,34.821498
tel-aviv,427,תל-אביב-427,בית ספר שובו,נחמן מברסלב 17,"Rabi Nakhman mi-Braslav St 25, Tel Aviv-Yafo",house number differs (17 vs 25),32.040301,34.75406
tel-aviv,430,תל-אביב-430,בית ספר יפה ירקוני,אלוני ניסים 8א,"Nissim Aloni St 10, Tel Aviv-Yafo",house number differs (8 vs 10),32.088651,34.797784
tel-aviv,463,תל-אביב-463,בית יעקב ד' שערי ציון,"לח""י 8א","לח""י 8א, תל אביב-יפו",English field still contains Hebrew,32.047104,34.78918
tel-aviv,464,תל-אביב-464,גן ילדים פד,קיציס יוסף 6,"Kitzis St, Tel Aviv-Yafo",no house number in English,32.106404,34.819424
tel-aviv,472,תל-אביב-472,גן ילדים הרובע -נ,רבי פנחס 4ו,"Rabi Pinkhas St 4ו, Tel Aviv-Yafo",English field still contains Hebrew,32.052402,34.754679
tel-aviv,473,תל-אביב-473,אשכול גנים צמרות,דוש (קריאל גרדוש) 6,"Nissim Aloni St 10, Tel Aviv-Yafo",house number differs (6 vs 10),32.088884,34.797905
tel-aviv,487,תל-אביב-487,בית ספר כפיר,אנקאווא רפאל הרב 13,"Ha-Rav Alnekave St 9, Tel Aviv-Yafo",house number differs (13 vs 9),32.047889,34.800815
tel-aviv,504,תל-אביב-504,בריכת נווה גולן,"הבעש""ט 8","הבעש""ט 8, תל אביב-יפו",English field still contains Hebrew,32.037192,34.752243
tel-aviv,505,תל-אביב-505,המרכז הגאה,המלך ג'ורג' 33א,"King George St 33א, Tel Aviv-Yafo",English field still contains Hebrew,32.072613,34.772486
tel-aviv,514,תל-אביב-514,גלגול,ברטונוב יהושע 7,"Bertonov St, Tel Aviv-Yafo",no house number in English,32.11757,34.828521
tel-aviv,515,תל-אביב-515,תבור,ברנפלד שמעון 17,"ברנפלד שמעון 17, תל אביב-יפו",English field still contains Hebrew,32.061758,34.803496
tel-aviv,519,תל-אביב-519,גן ילדים קסד -מיתר,"ד""ר צ'רטוק שמשון 8","ד""ר צ'רטוק שמשון 8, תל אביב-יפו",English field still contains Hebrew,32.120167,34.797453
tel-aviv,542,תל-אביב-542,עומר,"יוצ""ר 7","יוצ""ר 7, תל אביב-יפו",English field still contains Hebrew,32.089335,34.779187
tel-aviv,544,תל-אביב-544,רביד,לוי יצחק 24,"Ha-Rav Levi Yitskhak St 22, Tel Aviv-Yafo",house number differs (24 vs 22),32.08803,34.776766
tel-aviv,545,תל-אביב-545,מיגונית פיקוד העורף,"חב""ד 26","חב""ד 26, תל אביב-יפו",English field still contains Hebrew,32.041502,34.754093
tel-aviv,546,תל-אביב-546,מיגונית פיקוד העורף,הכרמל 4,"Carmelit Terminal/Hacarmel, Tel Aviv-Yafo",no house number in English,32.065964,34.765386
tel-aviv,561,תל-אביב-561,מקלט גני יהושע חמשת החושים,רוקח ישראל 98,"רוקח ישראל 98, תל אביב-יפו",English field still contains Hebrew,32.099857,34.808465
tel-aviv,565,תל-אביב-565,ממ''ד משרדי גני יהושע,רוקח ישראל 90א,"רוקח ישראל 90א, תל אביב-יפו",English field still contains Hebrew,32.10092,34.807015
tiberias,6,טבריה-6,מקלט 6,טולדנו 50,"Brurya St 8, Tiberias",house number differs (50 vs 8),32.795859,35.530973
tiberias,13,טבריה-13,מקלט 16,משה הכהן 39,"משה שרת, טבריה, ישראל",English field still contains Hebrew,32.7766268,35.5084703
tiberias,16,טבריה-16,מקלט 19,משה הכהן 37,"משה שרת, טבריה, ישראל",English field still contains Hebrew,32.7766268,35.5084703
tiberias,26,טבריה-26,מקלט 42,מודיעין 774,"Modi'in St, Tiberias",no house number in English,32.7960802,35.5332759
tiberias,42,טבריה-42,מקלט 66,בית וגן 11,Tiberias,no house number in English,32.795859,35.530973
tiberias,43,טבריה-43,מקלט 67,בית וגן 12,Tiberias,no house number in English,32.795859,35.530973
tiberias,73,טבריה-73,מקלט 108,אהבת ציון 223,"Ahavat Tsiyon St, Tiberias",no house number in English,32.7853429,35.5083827
tiberias,74,טבריה-74,מקלט 109,אהבת ציון 266,"Ahavat Tsiyon St, Tiberias",no house number in English,32.7853429,35.5083827
tiberias,76,טבריה-76,מקלט 111,אהבת ציון 280,"Ahavat Tsiyon St, Tiberias",no house number in English,32.7853429,35.5083827
tiberias,86,טבריה-86,מקלט 121,חזון איש,"חזון איש, טבריה, ישראל",English field still contains Hebrew,32.7819382,35.5114813
tiberias,90,טבריה-90,מקלט 125,יפתח גלעדי 11,Tiberias,no house number in English,32.795859,35.530973
tiberias,93,טבריה-93,מקלט 128,משה שפירא 24,Tiberias,no house number in English,32.795859,35.530973
tiberias,94,טבריה-94,מקלט 129,משה שפירא 467,"Moshe Sharet St, Tiberias",no house number in English,32.775469,35.51196
tiberias,100,טבריה-100,מקלט 152,ז'בוטינסקי 1018,"Jabotinski St, Tiberias",no house number in English,32.7790402,35.5125254
tiberias,101,טבריה-101,מקלט 154,ז'בוטינסקי 1012,"Jabotinski St, Tiberias",no house number in English,32.7790402,35.5125254
tiberias,102,טבריה-102,מקלט 155,ז'בוטינסקי 1071,"Jabotinski St, Tiberias",no house number in English,32.7790402,35.5125254
tiberias,104,טבריה-104,מקלט 157,ז'בוטינסקי 1072,"Jabotinski St, Tiberias",no house number in English,32.7790402,35.5125254
tiberias,105,טבריה-105,מקלט 158,ז'בוטינסקי 1077,"Jabotinski St, Tiberias",no house number in English,32.7790402,35.5125254
tiberias,107,טבריה-107,מקלט 160,הרב קוק 838,"HaRav Uziel St, Tiberias",no house number in English,32.7778354,35.5086059
tiberias,108,טבריה-108,מקלט 161,הרב קוק 843,"HaRav Uziel St, Tiberias",no house number in English,32.7778354,35.5086059
tiberias,111,טבריה-111,מקלט 164,אלפסי 846,"Alfasi St, Tiberias",no house number in English,32.7769069,35.5135263
tiberias,133,טבריה-133,מקלט 186,שרת 1060,"Moshe Sharet St 1042, Tiberias",house number differs (1060 vs 1042),32.775469,35.51196
tiberias,137,טבריה-137,מקלט 190,נווה חן 155,"נוה חן, טבריה, ישראל",English field still contains Hebrew,32.7775819,35.5176495
tiberias,138,טבריה-138,מקלט 191,נווה חן 142,"נוה חן, טבריה, ישראל",English field still contains Hebrew,32.7775819,35.5176495
tiberias,139,טבריה-139,מקלט 192,נווה חן 170,"נוה חן, טבריה, ישראל",English field still contains Hebrew,32.7775819,35.5176495
tirat-carmel,10,טירת-כרמל-10,מקלט 10,הגורדים 5,Tirat Carmel,no house number in English,32.762127,34.97298
tirat-carmel,11,טירת-כרמל-11,מקלט 11,הגורדים 11,Tirat Carmel,no house number in English,32.762127,34.97298
tirat-carmel,13,טירת-כרמל-13,מקלט 13,הרב ויינרב 9,"Herzel St 10, Tirat Carmel",house number differs (9 vs 10),32.762127,34.97298
tirat-carmel,14,טירת-כרמל-14,מקלט 14,הרב ויינרב 28,"Ha-Rav Veinrob St, Tirat Carmel",no house number in English,32.7615681,34.9717207
tirat-carmel,15,טירת-כרמל-15,מקלט 15,הרב ויינרב 39,"Ha-Rav Veinrob St, Tirat Carmel",no house number in English,32.7615681,34.9717207
tirat-carmel,32,טירת-כרמל-32,מקלט 32,"הח""ם 22",Tirat Carmel,no house number in English,32.762127,34.97298
tirat-carmel,34,טירת-כרמל-34,מקלט 33,שי עגנון 12,"Rambam St 78, Tirat Carmel",house number differs (12 vs 78),32.767,34.974
tirat-carmel,40,טירת-כרמל-40,מיגונית - הגל 2,הגל 2,,missing English address,32.7558069,34.9675307
tirat-carmel,43,טירת-כרמל-43,מיגונית - שרון 14,שרון 14,Tirat Carmel,no house number in English,32.762127,34.97298
tivon,14,קריית טבעון-14,מקלט 15 - רקפות,רקפות 4 פינת אמנון ותמר (במגרש החניה),"HaShkedim St, Kiryat Tiv'on",no house number in English,32.7233361,35.130377
tivon,40,קריית טבעון-40,מקלט 50 - גני ילדים צל אורנים,מנחם בגין 1,"מנחם בגין 1, ישראל",English field still contains Hebrew,32.7141034,35.104942
yehud,8,yehud_501,מקלט 501,"יונה 2, יהוד","Brener St 1, Yehud-Monosson",house number differs (2 vs 1),32.0295665,34.8835582
yehud,29,yehud_308,גן אשל,"ביל""ו 4, יהוד","ביאליק 4, Yahud Monoson, Israel",English field still contains Hebrew,32.0361956,34.8849227
yehud,36,yehud_901,קניון סביונים,"משה דיין 3, יהוד","קניון סביונים, דרך משה דיין 3, יהוד מונוסון, Israel",English field still contains Hebrew,32.0302169,34.8780712
yokneam,21,יקנעם-21,מקלט 21,לילך 1,"Lilach St, Yokne'am Illit",no house number in English,32.6595379,35.1110946
yokneam,25,יקנעם-25,מקלט 25,אזור תעשיה 7,"HaKidma St 10, Yokne'am Illit",house number differs (7 vs 10),32.6682165,35.106361
